ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
11675,FIFA World Cup qualification,2003-11-19,Brazil,Uruguay,3,3,1
11676,FIFA World Cup qualification,2003-11-19,Colombia,Argentina,1,1,1
11677,Friendly,2003-11-19,Costa Rica,Finland,2,1,1
11678,FIFA World Cup qualification,2003-11-19,Ecuador,Peru,0,0,1
11679,FIFA World Cup qualification,2003-11-19,Ghana,Somalia,2,0,1
11680,Friendly,2003-11-19,Japan,Cameroon,0,0,1
11681,AFC Asian Cup qualification,2003-11-19,Lebanon,Iran,0,3,1
11682,Friendly,2003-11-19,Mexico,Iceland,0,0,0
11683,Friendly,2003-11-19,Morocco,Mali,0,1,1
11684,UEFA Euro qualification,2003-11-19,Netherlands,Scotland,6,0,1
11685,UEFA Euro qualification,2003-11-19,Norway,Spain,0,3,1
11686,Friendly,2003-11-19,Portugal,Kuwait,8,0,1
11687,AFC Asian Cup qualification,2003-11-19,Qatar,Singapore,2,0,1
11688,UEFA Euro qualification,2003-11-19,Slovenia,Croatia,0,1,1
11689,Friendly,2003-11-19,Tunisia,South Africa,2,0,1
11690,UEFA Euro qualification,2003-11-19,Wales,Russia,0,1,1
11691,AFC Asian Cup qualification,2003-11-28,Iran,Lebanon,1,0,1
11692,Friendly,2003-11-29,Singapore,Qatar,0,2,1
11693,EAFF Championship,2003-12-04,Hong Kong,South Korea,1,3,0
11694,EAFF Championship,2003-12-04,Japan,China PR,2,0,1
11695,EAFF Championship,2003-12-07,South Korea,China PR,1,0,0
11696,EAFF Championship,2003-12-10,Japan,South Korea,0,0,1
11697,Friendly,2003-12-11,Malta,Poland,0,4,1
11698,Friendly,2003-12-14,Lithuania,Poland,1,3,0
11699,Friendly,2003-12-17,Saudi Arabia,Estonia,1,1,1
11700,Friendly,2003-12-20,Saudi Arabia,Azerbaijan,1,0,1
11701,Friendly,2003-12-21,Qatar,Iraq,0,0,1
11702,Gulf Cup,2003-12-26,United Arab Emirates,Saudi Arabia,0,2,0
11703,Gulf Cup,2003-12-27,Bahrain,Qatar,0,0,0
11704,Friendly,2003-12-27,Basque Country,Uruguay,2,1,1
11705,Friendly,2003-12-28,Catalonia,Ecuador,4,2,1
11706,Gulf Cup,2003-12-29,Saudi Arabia,Qatar,0,0,0
11707,Gulf Cup,2004-01-01,Bahrain,Saudi Arabia,0,1,0
11708,Gulf Cup,2004-01-03,United Arab Emirates,Qatar,0,0,0
11709,Gulf Cup,2004-01-04,Kuwait,Saudi Arabia,1,1,1
11710,Gulf Cup,2004-01-05,Qatar,Yemen,3,0,0
11711,Gulf Cup,2004-01-06,Oman,Saudi Arabia,1,2,0
11712,Gulf Cup,2004-01-08,Kuwait,Qatar,1,2,1
11713,Gulf Cup,2004-01-08,Yemen,Saudi Arabia,0,2,0
11714,Gulf Cup,2004-01-11,Oman,Qatar,2,0,0
11715,Friendly,2004-01-14,Tunisia,Benin,2,0,1
11716,Friendly,2004-01-17,Tunisia,Benin,2,1,1
11717,Friendly,2004-01-18,Barbados,Canada,0,1,1
11718,Friendly,2004-01-18,Senegal,South Africa,2,1,1
11719,African Cup of Nations,2004-01-24,Tunisia,Rwanda,2,1,1
11720,African Cup of Nations,2004-01-25,Cameroon,Algeria,1,1,0
11721,African Cup of Nations,2004-01-26,Senegal,Burkina Faso,0,0,0
11722,African Cup of Nations,2004-01-27,Nigeria,Morocco,0,1,0
11723,African Cup of Nations,2004-01-28,Tunisia,DR Congo,3,0,1
11724,African Cup of Nations,2004-01-29,Cameroon,Zimbabwe,5,3,0
11725,African Cup of Nations,2004-01-30,Senegal,Kenya,3,0,0
11726,African Cup of Nations,2004-01-31,Morocco,Benin,4,0,0
11727,African Cup of Nations,2004-02-01,Tunisia,Guinea,1,1,1
11728,African Cup of Nations,2004-02-02,Senegal,Mali,1,1,0
11729,African Cup of Nations,2004-02-03,Cameroon,Egypt,0,0,0
11730,African Cup of Nations,2004-02-04,Morocco,South Africa,1,1,0
11731,Friendly,2004-02-07,Japan,Malaysia,4,0,1
11732,African Cup of Nations,2004-02-07,Tunisia,Senegal,1,0,1
11733,African Cup of Nations,2004-02-08,Cameroon,Nigeria,1,2,0
11734,African Cup of Nations,2004-02-08,Morocco,Algeria,3,1,0
11735,African Cup of Nations,2004-02-11,Morocco,Mali,4,0,0
11736,African Cup of Nations,2004-02-11,Tunisia,Nigeria,1,1,1
11737,Friendly,2004-02-12,Japan,Iraq,2,0,1
11738,Friendly,2004-02-13,Qatar,Bahrain,2,0,1
11739,Friendly,2004-02-14,South Korea,Oman,5,0,1
11740,African Cup of Nations,2004-02-14,Tunisia,Morocco,2,1,1
11741,Friendly,2004-02-18,Belgium,France,0,2,1
11742,Friendly,2004-02-18,Croatia,Germany,1,2,1
11743,FIFA World Cup qualification,2004-02-18,Iran,Qatar,3,1,1
11744,Friendly,2004-02-18,Republic of Ireland,Brazil,0,0,1
11745,Friendly,2004-02-18,Jamaica,Uruguay,2,0,1
11746,FIFA World Cup qualification,2004-02-18,Japan,Oman,1,0,1
11747,FIFA World Cup qualification,2004-02-18,South Korea,Lebanon,2,0,1
11748,Friendly,2004-02-18,Mexico,Chile,1,1,0
11749,Friendly,2004-02-18,Morocco,Switzerland,2,1,1
11750,Friendly,2004-02-18,Netherlands,United States,1,0,1
11751,Friendly,2004-02-18,Poland,Slovenia,2,0,0
11752,Friendly,2004-02-18,Portugal,England,1,1,1
11753,FIFA World Cup qualification,2004-02-18,Saudi Arabia,Indonesia,3,0,1
11754,Friendly,2004-02-18,Spain,Peru,2,1,1
11755,Friendly,2004-02-18,Venezuela,Australia,1,1,1
11756,Friendly,2004-02-18,Wales,Scotland,4,0,1
11757,Friendly,2004-02-21,Poland,Faroe Islands,6,0,0
11758,Friendly,2004-03-10,Mexico,Ecuador,2,1,1
11759,Friendly,2004-03-13,United States,Haiti,1,1,1
11760,Friendly,2004-03-26,Libya,Qatar,1,0,0
11761,FIFA World Cup qualification,2004-03-30,Argentina,Ecuador,1,0,1
11762,Friendly,2004-03-30,Australia,South Africa,1,0,0
11763,Friendly,2004-03-31,Croatia,Turkey,2,2,1
11764,Friendly,2004-03-31,Germany,Belgium,3,0,1
11765,Friendly,2004-03-31,Greece,Switzerland,1,0,1
11766,FIFA World Cup qualification,2004-03-31,Jordan,Qatar,1,0,1
11767,FIFA World Cup qualification,2004-03-31,Laos,Iran,0,7,1
11768,FIFA World Cup qualification,2004-03-31,Maldives,South Korea,0,0,1
11769,Friendly,2004-03-31,Mexico,Costa Rica,2,0,0
11770,Friendly,2004-03-31,Morocco,Angola,3,1,1
11771,Friendly,2004-03-31,Netherlands,France,0,0,1
11772,FIFA World Cup qualification,2004-03-31,Paraguay,Brazil,0,0,1
11773,Friendly,2004-03-31,Poland,United States,0,1,1
11774,Friendly,2004-03-31,Portugal,Italy,1,2,1
11775,Friendly,2004-03-31,Serbia,Norway,0,1,1
11776,FIFA World Cup qualification,2004-03-31,Singapore,Japan,1,2,1
11777,Friendly,2004-03-31,Spain,Denmark,2,0,1
11778,FIFA World Cup qualification,2004-03-31,Sri Lanka,Saudi Arabia,0,1,1
11779,Friendly,2004-03-31,Sweden,England,1,0,1
11780,Friendly,2004-03-31,Tunisia,Ivory Coast,0,2,1
11781,FIFA World Cup qualification,2004-03-31,Uruguay,Venezuela,0,3,1
11782,Friendly,2004-04-25,Hungary,Japan,3,2,1
11783,Friendly,2004-04-28,Belgium,Turkey,2,3,1
11784,Friendly,2004-04-28,Bulgaria,Cameroon,3,0,1
11785,Friendly,2004-04-28,Czech Republic,Japan,0,1,1
11786,Friendly,2004-04-28,Denmark,Scotland,1,0,1
11787,Friendly,2004-04-28,Ghana,Angola,1,1,1
11788,Friendly,2004-04-28,Honduras,Ecuador,1,1,0
11789,Friendly,2004-04-28,Hungary,Brazil,1,4,1
11790,Friendly,2004-04-28,Italy,Spain,1,1,1
11791,Friendly,2004-04-28,South Korea,Paraguay,0,0,1
11792,Friendly,2004-04-28,North Macedonia,Croatia,0,1,1
11793,Friendly,2004-04-28,Morocco,Argentina,0,1,1
11794,Friendly,2004-04-28,Netherlands,Greece,4,0,1
11795,Friendly,2004-04-28,Northern Ireland,Serbia,1,1,1
11796,Friendly,2004-04-28,Poland,Republic of Ireland,0,0,1
11797,Friendly,2004-04-28,Portugal,Sweden,2,2,1
11798,Friendly,2004-04-28,Romania,Germany,5,1,1
11799,Friendly,2004-04-28,Switzerland,Slovenia,2,1,1
11800,Friendly,2004-04-28,Tunisia,Mali,1,0,1
11801,Friendly,2004-04-28,United States,Mexico,1,0,1
11802,Friendly,2004-05-20,France,Brazil,0,0,1
11803,Friendly,2004-05-21,Australia,Turkey,1,3,1
11804,Friendly,2004-05-24,Australia,Turkey,0,1,1
11805,Friendly,2004-05-25,Catalonia,Brazil,2,5,1
11806,Friendly,2004-05-27,Germany,Malta,7,0,1
11807,Friendly,2004-05-27,Norway,Wales,0,0,1
11808,Friendly,2004-05-28,France,Andorra,4,0,1
11809,Friendly,2004-05-28,Mali,Morocco,0,0,1
11810,FIFA World Cup qualification,2004-05-29,Australia,New Zealand,1,0,1
11811,Friendly,2004-05-29,Croatia,Slovakia,1,0,1
11812,Friendly,2004-05-29,Netherlands,Belgium,0,1,1
11813,Friendly,2004-05-29,Poland,Greece,1,0,1
11814,Friendly,2004-05-29,Portugal,Luxembourg,3,0,1
11815,Friendly,2004-05-29,Senegal,Guinea,1,1,0
11816,Friendly,2004-05-30,Estonia,Denmark,2,2,1
11817,Friendly,2004-05-30,Iceland,Japan,2,3,0
11818,Friendly,2004-05-30,Tunisia,Italy,0,4,1
11819,Friendly,2004-05-30,Wales,Canada,1,0,1
11820,FIFA World Cup qualification,2004-05-31,Australia,Tahiti,9,0,1
11821,Friendly,2004-05-31,Qatar,Turkmenistan,5,0,1
11822,Friendly,2004-06-01,England,Japan,1,1,1
11823,Friendly,2004-06-01,Netherlands,Faroe Islands,3,0,0
11824,FIFA World Cup qualification,2004-06-01,Uruguay,Peru,1,3,1
11825,FIFA World Cup qualification,2004-06-02,Australia,Fiji,6,1,1
11826,FIFA World Cup qualification,2004-06-02,Brazil,Argentina,3,1,1
11827,FIFA World Cup qualification,2004-06-02,Ecuador,Colombia,2,1,1
11828,Friendly,2004-06-02,South Korea,Turkey,0,1,1
11829,Friendly,2004-06-02,Switzerland,Germany,0,2,1
11830,Friendly,2004-06-02,United States,Honduras,4,0,1
11831,FIFA World Cup qualification,2004-06-04,Australia,Vanuatu,3,0,1
11832,Friendly,2004-06-04,Costa Rica,Nicaragua,5,1,1
11833,FIFA World Cup qualification,2004-06-05,Burkina Faso,Ghana,1,0,1
11834,Friendly,2004-06-05,Denmark,Croatia,1,2,1
11835,FIFA World Cup qualification,2004-06-05,Ecuador,Bolivia,3,2,1
11836,Friendly,2004-06-05,England,Iceland,6,1,1
11837,Friendly,2004-06-05,South Korea,Turkey,2,1,1
11838,FIFA World Cup qualification,2004-06-05,Malawi,Morocco,1,1,1
11839,Friendly,2004-06-05,Netherlands,Republic of Ireland,0,1,1
11840,Friendly,2004-06-05,Portugal,Lithuania,4,1,1
11841,Friendly,2004-06-05,Qatar,Kyrgyzstan,0,0,1
11842,FIFA World Cup qualification,2004-06-05,Senegal,Congo,2,0,1
11843,Friendly,2004-06-05,Spain,Andorra,4,0,1
11844,Friendly,2004-06-05,Sweden,Poland,3,1,1
11845,FIFA World Cup qualification,2004-06-05,Tunisia,Botswana,4,1,1
11846,FIFA World Cup qualification,2004-06-06,Argentina,Paraguay,0,0,1
11847,FIFA World Cup qualification,2004-06-06,Australia,Solomon Islands,2,2,1
11848,FIFA World Cup qualification,2004-06-06,Cameroon,Benin,2,1,1
11849,FIFA World Cup qualification,2004-06-06,Chile,Brazil,1,1,1
11850,FIFA World Cup qualification,2004-06-06,Colombia,Uruguay,5,0,1
11851,Friendly,2004-06-06,France,Ukraine,1,0,1
11852,Friendly,2004-06-06,Germany,Hungary,0,2,1
11853,Friendly,2004-06-06,Switzerland,Liechtenstein,1,0,1
11854,FIFA World Cup qualification,2004-06-09,Iran,Jordan,0,1,1
11855,FIFA World Cup qualification,2004-06-09,Japan,India,7,0,1
11856,FIFA World Cup qualification,2004-06-09,South Korea,Vietnam,2,0,1
11857,FIFA World Cup qualification,2004-06-09,Qatar,Laos,5,0,1
11858,FIFA World Cup qualification,2004-06-09,Saudi Arabia,Turkmenistan,3,0,1
11859,FIFA World Cup qualification,2004-06-12,Cuba,Costa Rica,2,2,1
11860,UEFA Euro,2004-06-12,Portugal,Greece,1,2,1
11861,UEFA Euro,2004-06-12,Spain,Russia,1,0,0
11862,FIFA World Cup qualification,2004-06-13,Canada,Belize,4,0,1
11863,Friendly,2004-06-13,Cape Verde,Senegal,1,3,1
11864,UEFA Euro,2004-06-13,France,England,2,1,0
11865,UEFA Euro,2004-06-13,Switzerland,Croatia,0,0,0
11866,FIFA World Cup qualification,2004-06-13,United States,Grenada,3,0,1
11867,UEFA Euro,2004-06-14,Denmark,Italy,0,0,0
11868,Friendly,2004-06-14,Ghana,Togo,0,0,1
11869,UEFA Euro,2004-06-15,Germany,Netherlands,1,1,0
11870,FIFA World Cup qualification,2004-06-16,Canada,Belize,4,0,1
11871,UEFA Euro,2004-06-16,Greece,Spain,1,1,0
11872,UEFA Euro,2004-06-16,Portugal,Russia,2,0,1
11873,UEFA Euro,2004-06-17,Croatia,France,2,2,0
11874,UEFA Euro,2004-06-17,England,Switzerland,3,0,0
11875,WAFF Championship,2004-06-17,Iran,Lebanon,4,0,1
11876,UEFA Euro,2004-06-18,Bulgaria,Denmark,0,2,0
11877,FIFA World Cup qualification,2004-06-18,Libya,Cameroon,0,0,1
11878,FIFA World Cup qualification,2004-06-19,Dominica,Mexico,0,10,0
11879,UEFA Euro,2004-06-19,Latvia,Germany,0,0,0
11880,UEFA Euro,2004-06-19,Netherlands,Czech Republic,2,3,0
11881,FIFA World Cup qualification,2004-06-20,Costa Rica,Cuba,1,1,1
11882,FIFA World Cup qualification,2004-06-20,Ghana,South Africa,3,0,1
11883,FIFA World Cup qualification,2004-06-20,Grenada,United States,2,3,1
11884,FIFA World Cup qualification,2004-06-20,Guinea,Tunisia,2,1,1
11885,UEFA Euro,2004-06-20,Portugal,Spain,1,0,1
11886,FIFA World Cup qualification,2004-06-20,Togo,Senegal,3,1,1
11887,UEFA Euro,2004-06-21,Croatia,England,2,4,0
11888,WAFF Championship,2004-06-21,Iran,Syria,7,1,1
11889,UEFA Euro,2004-06-21,Switzerland,France,1,3,0
11890,UEFA Euro,2004-06-22,Denmark,Sweden,2,2,0
11891,UEFA Euro,2004-06-23,Germany,Czech Republic,1,2,0
11892,WAFF Championship,2004-06-23,Iran,Iraq,2,1,1
11893,UEFA Euro,2004-06-23,Netherlands,Latvia,3,0,0
11894,UEFA Euro,2004-06-24,Portugal,England,2,2,1
11895,UEFA Euro,2004-06-25,France,Greece,0,1,0
11896,WAFF Championship,2004-06-25,Iran,Syria,4,1,1
11897,UEFA Euro,2004-06-26,Sweden,Netherlands,0,0,0
11898,Friendly,2004-06-27,Argentina,Colombia,0,2,0
11899,UEFA Euro,2004-06-27,Czech Republic,Denmark,3,0,0
11900,FIFA World Cup qualification,2004-06-27,Mexico,Dominica,8,0,1
11901,Friendly,2004-06-30,Argentina,Peru,2,1,0
11902,UEFA Euro,2004-06-30,Portugal,Netherlands,2,1,1
11903,FIFA World Cup qualification,2004-07-03,Botswana,Morocco,0,1,1
11904,FIFA World Cup qualification,2004-07-03,Senegal,Zambia,1,0,1
11905,FIFA World Cup qualification,2004-07-03,Uganda,Ghana,1,1,1
11906,FIFA World Cup qualification,2004-07-04,Cameroon,Ivory Coast,2,0,1
11907,UEFA Euro,2004-07-04,Portugal,Greece,0,1,1
11908,Copa America,2004-07-07,Argentina,Ecuador,6,1,0
11909,Copa America,2004-07-07,Mexico,Uruguay,2,2,0
11910,Copa America,2004-07-08,Brazil,Chile,1,0,0
11911,Copa America,2004-07-08,Costa Rica,Paraguay,0,1,0
11912,Kirin Cup,2004-07-09,Japan,Slovakia,3,1,1
11913,Copa America,2004-07-10,Argentina,Mexico,0,1,0
11914,Friendly,2004-07-10,South Korea,Bahrain,2,0,1
11915,Copa America,2004-07-10,Uruguay,Ecuador,2,1,0
11916,Copa America,2004-07-11,Brazil,Costa Rica,4,1,0
11917,Kirin Cup,2004-07-11,Serbia,Slovakia,2,0,0
11918,Friendly,2004-07-11,United States,Poland,1,1,1
11919,Copa America,2004-07-13,Argentina,Uruguay,4,2,0
11920,Kirin Cup,2004-07-13,Japan,Serbia,1,0,1
11921,Copa America,2004-07-13,Mexico,Ecuador,2,1,0
11922,Copa America,2004-07-14,Brazil,Paraguay,1,2,0
11923,Copa America,2004-07-14,Costa Rica,Chile,2,1,0
11924,Friendly,2004-07-14,South Korea,Trinidad and Tobago,1,1,1
11925,Copa America,2004-07-17,Colombia,Costa Rica,2,0,0
11926,Copa America,2004-07-17,Peru,Argentina,0,1,1
11927,Copa America,2004-07-18,Mexico,Brazil,0,4,0
11928,Copa America,2004-07-18,Paraguay,Uruguay,1,3,0
11929,AFC Asian Cup,2004-07-18,Qatar,Indonesia,1,2,0
11930,AFC Asian Cup,2004-07-18,Saudi Arabia,Turkmenistan,2,2,0
11931,AFC Asian Cup,2004-07-19,South Korea,Jordan,0,0,0
11932,Copa America,2004-07-20,Argentina,Colombia,3,0,0
11933,AFC Asian Cup,2004-07-20,Iran,Thailand,3,0,0
11934,AFC Asian Cup,2004-07-20,Japan,Oman,1,0,0
11935,AFC Asian Cup,2004-07-21,Bahrain,Qatar,1,1,0
11936,Copa America,2004-07-21,Uruguay,Brazil,1,1,0
11937,AFC Asian Cup,2004-07-22,Uzbekistan,Saudi Arabia,1,0,0
11938,AFC Asian Cup,2004-07-23,United Arab Emirates,South Korea,0,2,0
11939,Copa America,2004-07-24,Colombia,Uruguay,1,2,0
11940,AFC Asian Cup,2004-07-24,Oman,Iran,2,2,0
11941,AFC Asian Cup,2004-07-24,Thailand,Japan,1,4,0
11942,Copa America,2004-07-25,Argentina,Brazil,2,2,0
11943,AFC Asian Cup,2004-07-25,China PR,Qatar,1,0,1
11944,AFC Asian Cup,2004-07-26,Saudi Arabia,Iraq,1,2,0
11945,AFC Asian Cup,2004-07-27,South Korea,Kuwait,4,0,0
